success,tokenNum,teamSize,USA,UK,othercountry,overallrating,offered_ownership,duration,priceETH,isERC,softcap,hardcap,whitepaper,video,socialMedia
0,14.50865774,#NAME?,0,0,1,1.1,NA,31,0.001,1,0,0,0,0,0
1,18.82614585,2.197224577,1,0,0,3.4,0.5,32,0.00098,1,0,1,1,1,0
1,20.72326584,#NAME?,0,0,1,1,NA,3,9.30E-05,NA,0,0,0,0,0
1,21.85466795,3.135494216,0,0,1,3.2,NA,50,0.00014,1,1,1,1,1,0
1,NA,2.995732274,1,0,0,3,0.5,29,NA,1,0,1,1,1,2
1,11.28978191,0,0,0,1,1.3,NA,23,NA,NA,0,0,0,1,0
0,#NAME?,2.564949357,0,1,0,2.8,NA,29,1,1,1,1,1,1,0
1,19.95215711,2.48490665,0,0,1,1.5,0.74,18,1.00E-04,NA,0,0,0,0,0
1,NA,2.079441542,0,0,1,2.3,0.5,41,NA,1,0,0,1,1,0
1,15.67180855,0.693147181,0,1,0,2.4,0.8,61,0.001,1,0,1,1,1,0
1,17.62217305,2.890371758,0,0,1,2.6,0.44,60,0.0042,1,0,0,1,1,2
0,#NAME?,2.197224577,0,0,1,1.6,NA,21,NA,NA,0,1,1,0,0
0,17.37085862,1.609437912,0,0,1,1.4,NA,21,0.00014,1,0,0,1,0,0
1,19.11382792,#NAME?,0,0,1,2.9,0.57,89,0.00025,1,0,1,1,0,1
1,NA,1.609437912,1,0,0,2.5,NA,0,NA,NA,0,0,0,0,3
1,20.72326584,2.197224577,0,0,1,2.5,NA,113,7.00E-04,1,0,0,1,1,0
0,16.38045992,2.63905733,0,0,1,2.8,NA,31,0.004,1,0,1,1,1,0
0,20.03011866,2.63905733,0,1,0,2.7,0.5,150,0.00014,1,1,1,1,1,1
0,#NAME?,2.302585093,0,0,1,1.1,NA,151,0.00014,1,0,0,0,0,3
0,20.72326584,3.295836866,1,0,0,3.4,0.43,10,1.00E-04,1,1,1,1,1,0
1,NA,2.944438979,0,0,1,3.4,NA,31,0.001,1,1,1,1,1,3
1,19.41393252,2.197224577,0,0,1,2.9,0.54,20,NA,1,0,1,1,1,0
1,NA,3.401197382,0,0,1,4,0.93,28,0.0014,NA,0,1,1,1,0
0,18.31532023,1.791759469,0,0,1,2.3,0.9,41,0.000125,1,0,1,1,0,0
0,17.66352823,3.496507561,0,0,1,2.6,0.1,88,0.001554,1,1,1,1,1,0
0,18.56044269,2.197224577,1,0,0,3.6,0.95,29,0.0014,1,1,1,1,1,0
0,25.04075395,1.791759469,0,0,1,1.6,0.75,30,0.001,1,1,1,0,0,0
1,NA,2.708050201,0,0,1,2.6,NA,50,0.00344828,NA,1,1,1,1,3
0,#NAME?,2.397895273,0,0,1,2.4,0.55,22,7.00E-04,1,0,0,1,0,0
1,NA,2.833213344,0,0,1,2.8,0.65,20,0.00019,1,0,0,1,1,0
1,17.03438638,1.791759469,0,0,1,2.5,0.5,59,2.00E-04,1,1,1,1,1,2
0,#NAME?,0.693147181,1,0,0,3,0.8,30,NA,1,1,1,1,1,0
1,NA,2.302585093,0,0,1,3.3,NA,21,0.00067,1,1,1,1,0,2
1,NA,2.995732274,0,0,1,2.7,NA,181,0.0014,NA,0,1,0,0,0
0,#NAME?,1.386294361,0,0,1,1.5,0.92,31,0.0021,NA,0,0,1,0,0
0,19.41393252,2.197224577,0,0,1,2.9,0.6,30,0.00014,1,0,0,1,1,2
1,NA,2.772588722,0,0,1,3.7,NA,13,2.00E-04,NA,1,1,1,1,3
1,18.68304501,2.63905733,0,0,1,2.7,0.65,34,0.000125,1,1,1,1,1,0
1,NA,0.693147181,1,0,0,3.6,NA,1,0.00014,NA,0,1,1,0,2
1,20.03011866,3.17805383,0,0,1,2.8,0.5,29,1.00E-04,1,0,1,1,1,3
1,18.0051653,2.397895273,0,0,1,3.9,0.66,2,0.00025,1,1,1,1,1,2
0,16.16211254,1.609437912,1,0,0,2.1,0.83,80,3.00E-05,1,0,1,1,0,0
1,NA,1.386294361,0,1,0,1.1,NA,29,NA,NA,0,0,0,0,0
1,NA,1.945910149,0,1,0,2,NA,2,NA,NA,0,0,1,1,0
1,14.96924215,1.386294361,0,0,1,2.5,NA,30,0.00182,NA,0,0,1,1,0
1,0,2.995732274,0,0,1,3.3,0.12,16,4.00E-05,NA,0,0,1,1,2
1,NA,1.098612289,0,0,1,3,0.7,61,0.001,1,1,0,1,1,0
0,#NAME?,2.079441542,0,0,1,1.7,NA,31,0.00083,1,1,1,0,0,0
0,#NAME?,2.944438979,1,0,0,2.1,NA,61,0.00084,1,0,1,1,0,0
1,18.42068074,2.833213344,0,0,1,3,0.1,37,5.00E-04,0,1,1,1,1,0
1,17.21670794,3.258096538,0,0,1,3.7,NA,29,0.0021,1,1,1,1,1,2
1,15.95557672,1.609437912,0,1,0,2.4,0.85,30,0.035,NA,0,0,1,0,0
0,18.42068074,1.386294361,1,0,0,2.4,0.35,95,0.001,1,1,1,1,0,3
0,20.94656938,2.48490665,0,0,1,3.4,NA,31,5.00E-05,1,0,1,1,1,0
0,3.912023005,0,0,0,1,3.6,0.5,30,8.00E-04,1,1,1,1,1,0
1,36.1011227,2.302585093,1,0,0,2.4,NA,18,2.00E-04,NA,0,1,1,1,0
0,15.20180492,1.098612289,1,0,0,1.9,0.8,59,0.014,NA,1,1,1,1,0
1,NA,2.564949357,0,1,0,3.3,NA,83,5.00E-04,1,0,1,1,1,0
0,16.11809565,2.302585093,0,0,1,3.8,0.7,24,4.00E-04,NA,1,1,1,1,3
0,17.09642177,2.995732274,0,0,1,3.3,0.76,77,0.0014,1,1,1,1,0,0
1,18.42068074,0.693147181,0,0,1,1.5,NA,14,NA,NA,0,0,1,0,0
1,19.80697511,2.944438979,0,0,1,3.8,0.4,28,7.00E-05,1,0,0,1,1,3
1,17.90985512,2.708050201,0,0,1,3.6,0.6,30,0.004,1,0,1,1,1,3
0,17.50439001,2.302585093,1,0,0,2.9,0.2,14,0.0167,1,0,0,1,0,0
0,17.50439001,2.197224577,0,0,1,3,0.67,30,0.002,1,0,0,1,0,0
1,20.12542884,2.833213344,0,0,1,3.5,0.55,71,2.80E-05,1,1,1,1,1,3
0,17.4661688,#NAME?,0,0,1,1.6,0.55,16,0.001,1,0,1,1,0,0
0,3.295836866,2.63905733,0,0,1,2.6,0.6,46,0.00126,1,0,0,1,1,0
1,19.43228166,2.708050201,0,0,1,3.3,0.75,7,2.00E-04,1,1,1,1,1,3
1,17.72753356,2.708050201,0,0,1,3.4,NA,58,0.0014,1,0,1,1,1,0
0,16.40327459,0.693147181,0,0,1,2,0.7,31,0.0022,NA,1,0,1,0,0
0,20.66139043,1.945910149,0,0,1,2.5,0.94,41,2.00E-05,1,1,1,1,1,0
1,6.551080335,3.258096538,0,0,1,1.9,0.7,30,1.00E-04,1,0,0,1,1,0
0,#NAME?,2.772588722,0,0,1,3.8,NA,47,0.0014,1,0,1,1,1,0
1,17.34187108,2.995732274,0,0,1,3.3,0.34,9,0.000154,1,0,1,1,1,2
1,20.29248292,2.397895273,0,0,1,2.5,1,100,0.00093,NA,0,0,1,1,0
1,19.56541063,2.708050201,1,0,0,2.3,NA,29,NA,NA,0,1,1,1,0
0,22.33270375,2.48490665,0,1,0,2.8,NA,13,NA,1,0,1,1,1,1
0,#NAME?,#NAME?,0,0,1,1.8,0.75,46,0.00105,1,1,1,1,1,0
0,#NAME?,1.098612289,0,0,1,2.1,NA,90,1.40E-05,NA,0,0,1,0,0
0,16.58809928,1.945910149,0,0,1,2.5,0.8,41,0.001,1,0,1,1,0,0
1,19.92475814,3.044522438,0,0,1,3.8,NA,7,0.0033,1,1,1,1,1,2
0,16.11809565,2.772588722,0,0,1,2.7,NA,45,7.00E-04,NA,0,1,1,1,0
1,20.59543247,2.772588722,1,0,0,2.3,NA,15,0.00021,NA,0,0,1,1,3
0,15.76142071,1.386294361,0,0,1,2.5,0.7,27,0.001,1,0,0,1,1,0
0,18.98599455,1.791759469,0,0,1,2.9,0.35,62,7.00E-04,1,NA,NA,NA,NA,NA
0,#NAME?,2.197224577,0,0,1,2.2,NA,31,0.0014,1,0,0,1,0,0
0,#NAME?,1.791759469,0,0,1,1.3,NA,28,NA,1,0,0,0,0,0
1,NA,3.135494216,0,0,1,3.3,NA,35,NA,1,0,1,1,1,1
1,15.71263044,0,0,0,1,1.2,NA,29,NA,1,0,0,0,1,0
1,NA,2.708050201,0,0,1,3.4,NA,75,0.00083,1,1,1,1,1,0
1,18.78532386,2.833213344,0,0,1,2.9,0.65,72,0.00028,1,0,1,1,1,3
0,19.11382792,2.63905733,1,0,0,3.2,0.85,93,0.00091,1,0,1,1,1,0
1,13.98189834,2.833213344,0,0,1,3.4,0.5,29,0.088,NA,0,0,1,1,0
0,20.88240406,2.890371758,0,0,1,3.3,0.7,25,5.00E-04,1,1,1,1,1,0
1,20.03011866,1.609437912,0,0,1,3.9,0.5,39,0.00025,1,0,0,1,1,3
1,18.0640058,2.63905733,1,0,0,3.1,NA,31,NA,NA,0,1,1,1,2
1,20.72326584,2.944438979,1,0,0,3.2,0.5,0,0.00014,NA,0,1,1,1,0
1,16.11809565,2.944438979,0,0,1,2.9,NA,44,0.0067,1,1,1,1,1,1
0,19.16261809,2.302585093,0,0,1,3.1,0.7,30,5.00E-04,1,1,1,1,1,0
1,15.8949521,1.386294361,0,0,1,1.9,NA,61,NA,NA,0,1,1,1,0
0,18.42068074,2.197224577,0,0,1,2.7,0.7,31,7.00E-05,NA,1,1,1,1,0
0,19.86759973,1.609437912,0,0,1,2.4,0.85,17,0.000105,1,0,1,1,0,0
0,20.14344734,1.609437912,0,0,1,2.4,0.7,60,0.00033,NA,1,1,1,0,0
1,22.51502531,#NAME?,1,0,0,1.4,0.29,31,7.00E-05,NA,0,0,1,0,0
0,19.33697148,3.17805383,1,0,0,2.8,0.25,26,0.00021,1,0,1,1,1,0
1,NA,2.708050201,0,0,1,3.6,NA,62,1.00E-05,NA,1,1,1,0,0
1,18.62280493,3.091042453,0,0,1,3,0.72,77,0.00042,NA,0,0,1,1,0
0,20.03011866,2.397895273,0,0,1,1.8,0.5,45,NA,NA,0,1,1,1,0
1,NA,#NAME?,0,0,1,2,NA,122,NA,1,0,0,1,0,0
1,NA,1.386294361,0,1,0,3.1,0.56,79,0.0014,NA,1,0,1,1,1
1,NA,1.945910149,1,0,0,3,NA,92,0.0518,NA,0,0,1,1,3
1,20.50012229,2.772588722,0,0,1,3.5,NA,109,0.0462,NA,0,1,1,1,0
1,NA,2.302585093,0,0,1,2.7,NA,29,NA,NA,1,0,1,1,0
0,#NAME?,1.098612289,0,0,1,1.5,NA,34,0.0014,NA,0,0,1,0,0
0,#NAME?,1.098612289,0,1,0,1.5,0.9,21,0.00028,NA,0,0,1,0,0
1,17.72753356,2.397895273,0,0,1,2.8,0.83,30,0.0014,1,0,1,1,0,0
0,#NAME?,#NAME?,0,0,1,1.3,NA,21,0.0014,NA,0,1,1,0,0
1,19.51929303,2.63905733,0,0,1,3.9,0.09,46,0.00049,1,0,1,1,1,0
0,18.42064074,2.079441542,0,0,1,2.3,NA,29,0.00014,1,1,1,1,1,0
0,21.12873095,2.079441542,0,0,1,1.6,NA,81,1.54E-05,NA,1,0,1,0,0
1,16.38045992,1.386294361,0,0,1,2.5,NA,13,0.00077,1,0,1,1,0,0
1,15.40474576,2.079441542,0,0,1,2.3,0.49,60,0.0014,NA,0,1,1,0,0
0,19.39145966,2.397895273,0,0,1,3.3,0.6,30,0.00017,1,0,1,1,1,0
1,18.13299867,1.609437912,0,0,1,2.6,0.75,62,0.00089,1,0,0,1,1,0
1,18.6438243,2.944438979,0,0,1,2.9,0.5,70,0.00014,1,1,1,1,1,0
1,16.12804598,2.890371758,0,0,1,3.4,0.4,112,0.0168,1,1,1,1,1,0
1,19.00846741,3.526360525,0,0,1,4.2,NA,49,0.001,1,0,1,1,1,3
0,#NAME?,0.693147181,0,0,1,1.8,NA,30,NA,1,0,0,0,0,0
1,NA,2.397895273,1,0,0,3.2,0.25,14,0.0014,1,0,0,1,1,3
0,11.91839057,1.791759469,0,0,1,2.3,NA,28,0.0667,NA,0,1,1,0,0
1,NA,2.772588722,0,0,1,3.4,NA,92,2.60E-05,1,0,1,1,1,1
1,NA,3.17805383,0,0,1,3.5,0.51,98,0.00015,1,1,1,1,1,0
0,16.21340583,2.302585093,0,0,1,2.5,NA,60,0.0042,0,0,0,1,0,0
1,19.52924336,2.995732274,0,0,1,4.2,0.65,61,0.00025,1,1,1,1,1,0
1,16.45955543,2.197224577,0,0,1,2,0.67,73,0.0014,NA,1,1,1,0,0
0,18.3993436,#NAME?,0,0,1,1.4,0.15,54,0.0014,1,0,0,1,1,0
1,18.42068074,2.197224577,0,1,0,3.2,0.1,7,2.80E-05,1,1,1,1,1,0
1,17.76675428,3.091042453,0,0,1,3.6,0.52,31,NA,1,1,1,1,1,3
0,#NAME?,1.945910149,0,0,1,1.9,1,31,0.00714,1,1,1,1,0,0
1,21.14853357,2.890371758,0,0,1,3.4,NA,31,4.00E-05,NA,1,1,1,1,0
1,20.772056,2.63905733,1,0,0,4.2,NA,30,2.80E-05,1,1,1,1,1,1
1,18.0051653,3.17805383,0,0,1,4,0.43,27,0.001,NA,0,1,1,1,3
1,20.03011866,2.48490665,0,0,1,4.1,0.6,14,9.60E-05,1,1,1,1,1,0
1,18.68304501,2.772588722,0,1,0,4.1,0.55,21,0.00154,1,0,1,1,1,0
0,16.58809928,#NAME?,0,0,1,1.9,0.55,9,0.0014,0,0,0,1,1,0
0,19.1723916,1.791759469,0,0,1,2.6,0.65,30,5.50E-05,1,1,1,1,0,0
0,18.36938745,1.609437912,0,0,1,2.3,0.98,30,7.00E-05,1,0,1,1,1,0
0,20.03011866,2.63905733,0,0,1,3.1,0.25,30,1.42E-05,1,1,1,1,1,2
1,18.42068074,2.079441542,0,0,1,2.5,0.3,40,5.60E-05,1,0,0,1,0,0
1,NA,2.079441542,0,0,1,3,0.75,32,0.001,1,0,1,1,1,0
1,NA,1.098612289,0,0,1,1.8,NA,37,NA,NA,0,0,1,0,3
1,15.76142071,2.48490665,1,0,0,4.1,0.7,1,7.00E-04,1,1,1,1,1,0
1,18.41063041,2.397895273,0,0,1,3.4,0.6,51,0.0014,1,0,1,1,1,0
1,19.33697148,1.609437912,0,0,1,3.3,NA,30,4.00E-04,NA,1,1,1,1,3
0,#NAME?,2.995732274,1,0,0,3.7,0.27,101,0.014,1,1,1,1,1,0
0,5.298317367,2.944438979,0,0,1,2.1,0.8,123,5.00E-04,1,0,1,1,1,0
1,18.82614585,2.995732274,0,0,1,3.6,0.3,10,0.00062789,NA,0,1,1,1,0
1,18.42068074,1.386294361,0,0,1,2,0.5,7,0.000532,1,1,1,0,1,0
1,NA,2.63905733,1,0,0,2.8,NA,12,NA,NA,0,0,1,1,0
1,NA,2.63905733,0,0,1,2.3,0.75,82,5.60E-06,1,1,1,1,1,0
1,19.90455543,3.258096538,0,0,1,4.2,0.43,91,2.40E-05,1,1,1,1,1,3
0,17.95864528,2.397895273,0,0,1,2.3,NA,35,0.0208,1,0,0,1,1,0
1,19.65380073,2.63905733,0,0,1,3.7,0.69,33,3.50E-05,NA,0,1,1,1,2
1,17.90985512,2.197224577,0,0,1,4.3,0.6,30,3.00E-04,1,1,1,1,1,0
0,#NAME?,2.079441542,0,0,1,2,0.82,63,0.0014,NA,0,0,1,0,0
1,20.36659089,1.791759469,0,0,1,2.9,NA,31,1.40E-05,1,0,1,1,1,3
0,16.25182202,2.63905733,0,0,1,2.5,0.68,31,0.0014,0,1,1,1,1,0
0,20.09673834,2.833213344,0,0,1,2.9,601.25,31,0.000667,1,0,1,1,1,0
0,20.43558376,1.945910149,0,0,1,2.5,0.08,16,NA,NA,0,0,1,0,3
1,17.50439001,3.583518938,0,0,1,4.2,0.8,35,4.00E-04,NA,0,1,1,1,2
1,NA,2.302585093,1,0,0,1.4,NA,150,0.0014,NA,0,1,0,0,0
1,NA,2.397895273,0,0,1,2.9,0.4,0,7.00E-06,NA,0,0,1,0,3
0,18.1528013,#NAME?,0,0,1,1.6,0.85,58,9.00E-05,1,1,1,1,0,0
1,16.81124283,2.397895273,0,0,1,2.5,NA,30,0.014,NA,0,0,1,1,0
0,16.96407121,2.48490665,0,0,1,2.5,0.65,22,0.001,1,0,0,1,1,0
1,16.44017915,2.079441542,0,0,1,2.6,0.46,32,0.001,1,1,1,1,1,0
0,18.42068074,#NAME?,1,0,0,1.5,0.25,33,0.00028,NA,0,0,1,0,0
0,18.82614585,0,0,0,1,1.9,NA,61,2.00E-04,1,0,1,1,1,0
0,26.0215832,2.302585093,0,0,1,2.8,NA,60,7.00E-07,1,NA,NA,NA,NA,NA
0,6.551080335,2.48490665,0,0,1,2.7,NA,15,0.0021,1,NA,NA,NA,NA,NA
0,16.860033,0.693147181,1,0,0,2,0.4,62,0.001,1,0,1,1,1,0
0,#NAME?,2.197224577,0,0,1,2.3,NA,29,0.45,1,0,0,1,1,0
0,19.11382792,0,0,1,0,0.8,NA,30,NA,NA,0,0,0,1,0
1,19.29614948,2.564949357,0,1,0,3.3,0.8,145,0.000294,1,0,1,1,1,0
1,20.90558739,2.302585093,0,0,1,2,0.2,35,0.00014,NA,0,1,1,1,0
1,20.36587635,2.995732274,0,1,0,3.7,0.7,120,NA,1,1,1,1,1,0
0,22.35250638,1.609437912,0,0,1,2.3,NA,29,0.001,1,1,1,1,0,0
0,14.50865774,2.48490665,0,0,1,2.9,NA,30,0.014,1,0,1,1,1,0
0,#NAME?,2.197224577,0,0,1,2.2,0.77,26,0.0021,1,1,1,1,1,0
1,19.33697148,2.944438979,0,0,1,4,0.25,30,0.00025,1,1,1,1,1,0
0,17.37085862,#NAME?,0,0,1,3.2,0.7,32,0.001,1,1,1,0,1,0
1,14.91412285,2.772588722,0,0,1,4.4,0.3,45,0.0042,1,1,1,1,1,0
1,18.6438243,0.693147181,1,0,0,3.4,NA,14,5.00E-05,NA,0,1,1,1,1
0,16.33320703,#NAME?,0,0,1,1.6,0.56,12,0.00069,1,0,0,1,1,0
1,19.4644848,2.995732274,0,1,0,3.4,NA,71,0.001,1,0,1,1,1,2
1,NA,1.945910149,0,0,1,3.2,NA,14,NA,1,0,0,1,1,3
0,20.03011866,1.386294361,0,0,1,2.8,0.5,49,NA,1,0,1,1,1,0
1,17.90985512,1.791759469,0,0,1,2.8,0.6,14,NA,1,1,1,1,0,0
0,18.6030023,2.197224577,0,0,1,2.6,0.6,15,0.00014,1,1,1,1,1,0
0,17.14771507,2.772588722,0,0,1,3.5,0.8,35,0.00021,1,1,1,1,1,0
0,#NAME?,1.791759469,0,0,1,2.3,NA,42,0.001,NA,0,1,1,0,0
0,5.347107531,1.098612289,1,0,0,2.6,0.21,28,1.00E-04,1,1,1,1,0,0
1,19.00846741,2.995732274,1,0,0,2.9,0.5,36,0.00017,1,1,1,1,1,0
0,16.81124283,2.397895273,0,1,0,3.7,NA,30,1.00E-04,1,1,1,1,1,0
0,20.72326584,1.945910149,0,0,1,1.6,NA,32,NA,NA,0,0,0,1,0
1,16.66041994,2.708050201,0,1,0,3.3,0.69,36,0.0014,1,0,1,1,1,0
0,15.31958795,1.386294361,1,0,0,1,NA,49,NA,1,0,1,1,0,0
1,17.33003662,2.944438979,0,0,1,4,0.8,123,0.0014,1,1,1,1,1,0
1,20.43558376,2.63905733,0,1,0,4,0.75,31,0.00014,1,0,1,1,1,0
1,17.76675428,0,0,0,1,2.4,0.6,60,2.00E-04,1,0,1,1,1,0
1,17.37085862,3.135494216,0,0,1,4.3,NA,28,0.0014,1,1,1,1,1,0
1,NA,1.098612289,0,0,1,1.2,NA,0,0.000189,NA,0,1,0,0,0
0,17.98989783,1.945910149,0,1,0,3.1,0.65,31,0.000434,1,0,1,1,0,3
1,17.72753356,2.63905733,0,0,1,3.8,NA,120,0.00028,1,1,1,1,1,3
0,22.22734323,1.386294361,0,0,1,2.9,0.45,51,2.80E-06,1,1,1,1,0,0
1,17.11097698,2.833213344,0,0,1,2.8,NA,84,0.0014,NA,0,0,1,1,0
0,17.21670794,3.135494216,1,0,0,2.1,NA,29,0.0014,NA,0,0,1,0,0
1,NA,2.079441542,1,0,0,3.6,NA,14,NA,NA,1,1,1,1,2
1,NA,1.609437912,1,0,0,2.4,0.5,25,0.00118,NA,0,0,1,0,0
1,NA,1.945910149,1,0,0,1,NA,NA,NA,NA,0,0,1,0,3
1,20.03011866,2.197224577,0,0,1,3,0.5,1,4.20E-05,NA,1,1,1,1,0
0,#NAME?,2.708050201,0,0,1,2.3,NA,15,0.000525,1,1,1,1,1,0
1,23.02585093,2.890371758,0,0,1,3.5,NA,3,2.00E-05,1,0,1,1,1,0
1,NA,2.079441542,0,0,1,3,0.3,21,3.70E-05,1,1,1,1,1,0
1,16.21340583,2.564949357,1,0,0,4,NA,45,NA,NA,0,0,1,1,2
1,NA,2.079441542,0,0,1,2.5,0.4,30,NA,1,0,1,1,0,0
1,18.6030023,2.63905733,0,0,1,3.4,0.5,31,0.00021,NA,1,1,1,1,2
1,15.76142071,3.091042453,0,0,1,3.9,0.7,42,0.0031,1,1,1,1,1,3
1,20.72326584,1.791759469,0,0,1,2.5,0.6,27,4.90E-05,NA,NA,NA,NA,NA,NA
1,20.58339948,3.135494216,0,0,1,3.6,0.5,30,0.00024,NA,0,1,1,0,2
0,18.6030023,1.098612289,0,0,1,2.3,NA,31,NA,NA,1,1,1,1,0
0,18.6030023,2.197224577,0,0,1,2.3,0.8,70,0.00028,1,0,1,1,0,0
1,18.82614585,2.302585093,0,1,0,2.4,0.5,71,0.000442,1,1,1,1,0,0
0,12.61153775,1.098612289,0,0,1,2,1,29,0.01,1,0,1,1,1,0
0,19.80697511,2.302585093,1,0,0,2.5,NA,61,2.00E-04,1,0,1,1,1,0
0,17.03438638,#NAME?,0,0,1,1.4,NA,23,0.0021,1,0,0,1,1,0
1,19.11382792,2.63905733,0,0,1,3.8,NA,91,0.00125,NA,1,1,1,1,0
0,18.42068074,2.079441542,0,0,1,1.7,0.75,31,0.00042,NA,0,0,0,0,0
1,20.36659089,2.708050201,1,0,0,3.3,0.7,30,0.000142,NA,0,1,1,1,3
0,#NAME?,2.197224577,0,0,1,2.3,NA,222,8.00E-04,NA,1,1,1,1,0
0,#NAME?,#NAME?,0,0,1,2,NA,30,0.0014,1,1,1,1,0,0
0,14.73180129,1.945910149,0,0,1,1.8,NA,61,NA,1,0,1,1,0,0
1,NA,#NAME?,1,0,0,1.3,NA,10,0.0056,NA,0,0,0,1,0
1,18.13299867,2.995732274,0,0,1,4.1,0.5,55,4.00E-04,1,0,1,1,1,0
0,18.82614585,1.609437912,0,0,1,2.5,0.38,30,0.000217,1,0,1,1,0,1
0,#NAME?,2.079441542,0,0,1,2.4,NA,30,0.00067,1,0,0,1,1,0
0,20.18917159,2.48490665,0,0,1,2.8,NA,17,2.30E-05,1,0,0,1,1,0
0,17.56501463,1.609437912,0,0,1,2,0.85,NA,0.001,1,0,0,0,1,0
1,NA,2.944438979,0,0,1,2.6,0.4,60,1.00E-04,1,0,0,1,1,0
0,19.11382792,2.772588722,0,0,1,4.1,0.8,64,1.00E-04,1,1,1,1,1,0
1,NA,2.48490665,0,0,1,1.8,NA,8,NA,NA,0,0,1,1,0
0,1.386294361,1.609437912,0,0,1,2.5,0.8,28,2.00E-05,1,0,0,1,0,0
0,#NAME?,#NAME?,0,0,1,1.9,0.97,30,0.00014,1,1,1,1,0,0
1,13.45883561,1.609437912,0,0,1,2.9,NA,46,NA,NA,1,1,1,1,0
1,22.1794127,2.995732274,0,0,1,4,0.43,99,4.17E-06,1,1,1,1,1,0
1,19.58383155,2.772588722,0,0,1,4.1,0.8,21,0.00026,1,1,1,1,1,2
1,19.51929303,2.772588722,1,0,0,3.6,0.3,13,0.000112,1,1,1,1,0,2
1,NA,2.397895273,0,0,1,3.1,0.7,32,7.00E-04,1,1,1,1,0,0
0,17.50439001,1.098612289,0,1,0,2.1,0.4,21,5.00E-04,1,1,1,1,1,0
1,18.92556878,2.63905733,0,0,1,3.9,NA,4,0.00165,NA,0,1,1,1,3
0,18.82614585,2.197224577,0,0,1,2.6,0.2,27,1.00E-04,1,0,0,1,1,0
0,17.78580247,2.63905733,0,0,1,3.6,0.53,31,NA,0,1,1,1,1,0
1,18.0051653,2.079441542,0,0,1,2.1,0.66,29,NA,1,1,0,1,0,0
0,18.28714935,1.791759469,0,0,1,2.5,0.7,43,0.000125,1,1,1,1,0,0
0,2.302585093,#NAME?,0,0,1,1.6,0.5,36,0.0014,1,0,0,1,0,0
1,NA,2.302585093,0,0,1,3.3,NA,15,NA,1,0,0,1,1,3
1,16.11809565,0,0,0,1,2.5,NA,57,1.40E-05,NA,0,1,1,1,0
0,19.80697511,1.945910149,0,1,0,2.6,0.4,30,5.00E-04,1,1,1,1,1,0
0,18.82614585,2.197224577,0,0,1,3.1,0.63,33,0.00021,1,0,1,1,0,0
0,21.63955657,1.791759469,0,0,1,2,NA,30,1.00E-04,NA,1,1,1,0,0
1,19.32692114,2.302585093,0,0,1,2,NA,30,0.001,NA,0,1,0,0,0
0,20.03011866,2.772588722,0,0,1,2.6,NA,30,0.00083,1,0,0,1,1,0
0,5.18178355,2.772588722,0,0,1,3.4,0.85,89,2.00E-04,1,0,0,1,1,0
0,5.828945618,2.564949357,0,0,1,2.9,0.85,31,0.000125,1,0,1,1,0,0
0,16.35711255,1.945910149,0,0,1,3.8,0.62,30,0.004,1,1,1,1,1,0
1,19.18614859,2.48490665,1,0,0,4.5,0.45,31,0.00017,1,1,1,1,1,2
1,20.61790532,2.397895273,0,0,1,3.8,NA,31,NA,1,0,1,1,1,0
0,17.21670794,1.945910149,0,0,1,2.2,0.6,10,0.001,1,1,1,1,1,0
1,17.03438638,1.791759469,0,0,1,2.8,NA,31,0.00028,NA,1,1,1,1,3
1,24.97176108,2.079441542,0,0,1,2.9,0.7,14,NA,NA,NA,NA,NA,NA,NA
0,#NAME?,2.48490665,1,0,0,3,NA,30,0.000667,1,0,0,1,1,0
1,4.605170186,2.302585093,0,0,1,1.9,0.63,76,7.00E-05,1,1,1,1,1,0
0,15.95557672,1.945910149,0,0,1,1.8,NA,30,0.01,1,0,1,1,0,0
1,20.03011866,1.945910149,0,0,1,3.9,NA,4,2.00E-04,NA,0,1,1,0,2
1,23.64179658,2.833213344,0,0,1,3.7,NA,16,7.70E-07,1,1,1,1,1,0
0,16.06680236,#NAME?,0,0,1,1.6,NA,26,0.0042,NA,0,0,1,0,0
0,#NAME?,#NAME?,0,0,1,1.7,NA,67,4.20E-05,NA,0,0,1,1,0
0,#NAME?,2.197224577,0,0,1,2.8,0.51,16,0.00014,1,1,1,1,0,0
0,2.079441542,1.791759469,1,0,0,1.8,0.53,33,0.00168,1,0,0,1,1,0
0,#NAME?,2.772588722,0,0,1,3.2,NA,57,0.000112,1,1,1,1,1,0
1,20.36659089,2.197224577,0,0,1,3.7,0.7,39,0.001,NA,0,1,1,1,0
1,16.47226746,2.397895273,0,0,1,3.3,0.65,41,0.007,NA,0,1,1,1,3
1,18.42068074,2.995732274,0,1,0,4.1,0.65,21,0.00049,0,NA,NA,NA,NA,NA
0,18.13299867,2.197224577,0,0,1,2.8,0.75,28,4.00E-04,1,1,1,1,1,0
1,15.07397155,2.944438979,0,0,1,2.8,0.88,46,0.0154,1,NA,NA,NA,NA,NA
1,1.945910149,2.564949357,0,0,1,3.3,0.89,54,0.0018,1,0,1,1,1,0
0,20.72326584,2.708050201,0,0,1,3.3,NA,56,0.000154,1,0,1,1,1,0
1,21.12873095,2.302585093,0,0,1,2.6,0.58,85,1.68E-05,1,1,1,1,1,3
0,19.59933574,1.791759469,0,0,1,2.3,0.65,16,2.00E-04,1,1,1,1,0,0
